Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],StnNo,CastNo,Depth [m],CTD-Temperature [・ｰC],CTD-Salinity,CTD-Oxygen [~$m~#mol/kg],CTD-Oxygen_SBE43 [~$m~#mol/kg],Fluorescence [~$m~#g/L],Transmission [%],PAR [~$m~#E/m~^2~#/s],LogE1 [m~^2~#/s~^3~#],LogE2 [m~^2~#/s~^3~#],LogX [K~^2~#/s],LogKrho1 [m~^2~#/s],LogKrho2 [m~^2~#/s],Salinity,Oxygen [~$m~#mol/kg],DIC [~$m~#mol/kg],Total Alkalinity [~$m~#mol/kg],Nitrate [~$m~#mol/kg],Nitrite [~$m~#mol/kg],Silicate [~$m~#mol/kg],Phosphate [~$m~#mol/kg],Ammonium [~$m~#mol/kg],Total N [~$m~#mol/kg],Chl-a [~$m~#g/L],Chl-a >20 ~$m~#m [~$m~#g/L],Chl-a 10-20 ~$m~#m [~$m~#g/L],Chl-a 2-10 ~$m~#m [~$m~#g/L],Chl-a <2 ~$m~#m [~$m~#g/L],d-POC_C1 [mgC/m~^3~#/day],d-POC_C2 [mgC/m~^3~#/day],Grad_Si [~$m~#mol/kg/m],Grad_P [~$m~#mol/kg/m],Grad_N [~$m~#mol/kg/m],Day of Year (station date) [days],Krho1 [m~^2~#/s],Krho2 [m~^2~#/s],Flux_Si1 [mmol/m~^2~#/s],Flux_Si2 [mmol/m~^2~#/s],Flux_P1 [mmol/m~^2~#/s],Flux_P2 [mmol/m~^2~#/s],Flux_N1 [mmol/m~^2~#/s],Flux_N2 [mmol/m~^2~#/s],Log_Flux_Si1 [mmol/m~^2~#/s],Log_Flux_Si2 [mmol/m~^2~#/s],Log_Flux_P1 [mmol/m~^2~#/s],Log_Flux_P2 [mmol/m~^2~#/s],Log_Flux_N1 [mmol/m~^2~#/s],Log_Flux_N2 [mmol/m~^2~#/s],Potential Density Anomaly ~$s~#~_0 [kg/m~^3]
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,3,2.0904,31.6157,348.51999,347.67001,0.731,96.113,44.129,-999,-999,-999,-999,-999,31.6211,348.55399,1989,2174.6001,0.042,0.01,1.576,0.383,0.034,0.086,0.774,-999,-999,-999,-999,-999,-999,0.012,-0.002,-0.008,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.258753
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,4,2.0904,31.6157,348.51999,347.67001,0.731,96.113,44.129,-999,-999,-999,-999,-999,31.622,349.15201,1989,2174.30005,0.036,0.01,1.588,0.381,0.032,0.078,0.772,-999,-999,-999,-999,-999,-999,0.012,-0.002,-0.008,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.258736
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,5,2.0904,31.6157,348.51999,347.67001,0.731,96.113,44.129,-999,-999,-999,-999,-999,31.6229,349.75,1989,2174,0.03,0.01,1.6,0.379,0.03,0.07,0.77,-999,-999,-999,-999,-999,-999,-0.014,-0.0012,0.002,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.258718
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,6,2.0944,31.6155,348.35999,347.70001,0.786,96.023,35.339,-999,-999,-999,-999,-999,31.62238,349.60199,1988.93994,2174.30005,0.03,0.01,1.586,0.3778,0.032,0.072,0.768,-999,-999,-999,-999,-999,-999,-0.014,-0.0012,0.002,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.258254
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,7,2.0949,31.6153,348.75,347.31,0.825,95.935,31.757,-999,-999,-999,-999,-999,31.62186,349.45401,1988.88,2174.6001,0.03,0.01,1.572,0.3766,0.034,0.074,0.766,-999,-999,-999,-999,-999,-999,-0.014,-0.0012,0.002,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.25804
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,8,2.0871,31.6149,348.69,347.45001,0.726,96.098,26.554,-999,-999,-999,-999,-999,31.62134,349.306,1988.81995,2174.8999,0.03,0.01,1.558,0.3754,0.036,0.076,0.764,-999,-999,-999,-999,-999,-999,-0.014,-0.0012,0.002,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.258264
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,9,2.0768,31.6157,348.72,347.31,0.718,96.046,23.803,-999,-999,-999,-999,-999,31.62082,349.15799,1988.76001,2175.19995,0.03,0.01,1.544,0.3742,0.038,0.078,0.762,-999,-999,-999,-999,-999,-999,-0.014,-0.0012,0.002,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.259625
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,10,2.0738,31.6165,348.70001,347.26999,0.847,96.141,21.593,-999,-999,-999,-999,-999,31.6203,349.01001,1988.69995,2175.5,0.03,0.01,1.53,0.373,0.04,0.08,0.76,-999,-999,-999,-999,-999,-999,0.037,0.0018,0.004,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.260464
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,11,2.0732,31.6169,348.66,347.23999,0.732,96.154,19.149,-999,-999,-999,-999,-999,31.62799,350.14001,1989.33997,2175.97998,0.032,0.01,1.567,0.3748,0.042,0.084,0.756,-999,-999,-999,-999,-999,-999,0.037,0.0018,0.004,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.260828
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,12,2.0763,31.6161,348.79001,347.07999,0.795,96.081,16.099,-999,-999,-999,-999,-999,31.63568,351.26999,1989.97998,2176.45996,0.034,0.01,1.604,0.3766,0.044,0.088,0.752,-999,-999,-999,-999,-999,-999,0.037,0.0018,0.004,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.259969
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,13,2.0719,31.6166,348.57001,347.63,0.824,96.106,14.559,-999,-999,-999,-999,-999,31.64337,352.39999,1990.62,2176.93994,0.036,0.01,1.641,0.3784,0.046,0.092,0.748,-999,-999,-999,-999,-999,-999,0.037,0.0018,0.004,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.260686
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,14,2.0709,31.617,348.82001,347.22,0.791,96.186,12.603,-999,-999,-999,-999,-999,31.65106,353.53,1991.26001,2177.41992,0.038,0.01,1.678,0.3802,0.048,0.096,0.744,-999,-999,-999,-999,-999,-999,0.037,0.0018,0.004,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.261081
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,15,2.0648,31.6165,348.95999,347.06,0.746,96.192,10.796,-999,-999,-999,-999,-999,31.65875,354.66,1991.90002,2177.8999,0.04,0.01,1.715,0.382,0.05,0.1,0.74,-999,-999,-999,-999,-999,-999,0.037,0.0018,0.004,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.26112
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,16,2.0492,31.6186,349.79001,347.25,0.762,96.16,9.898,-999,-999,-999,-999,-999,31.66644,355.79001,1992.54004,2178.37988,0.042,0.01,1.752,0.3838,0.052,0.104,0.736,-999,-999,-999,-999,-999,-999,0.037,0.0018,0.004,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.263916
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,17,2.0547,31.6183,349.26999,347.87,0.777,96.128,8.884,-999,-999,-999,-999,-999,31.67413,356.92001,1993.18005,2178.86011,0.044,0.01,1.789,0.3856,0.054,0.108,0.732,-999,-999,-999,-999,-999,-999,0.037,0.0018,0.004,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.263285
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,18,2.0703,31.617,348.95999,347.76001,0.794,96.128,7.709,-999,-999,-999,-999,-999,31.68182,358.04999,1993.81995,2179.34009,0.046,0.01,1.826,0.3874,0.056,0.112,0.728,-999,-999,-999,-999,-999,-999,0.037,0.0018,0.004,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.261133
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,19,2.0684,31.6176,348.87,347.5,0.775,96.134,6.766,-999,-999,-999,-999,-999,31.68951,359.17999,1994.45996,2179.82007,0.048,0.01,1.863,0.3892,0.058,0.116,0.724,-999,-999,-999,-999,-999,-999,0.037,0.0018,0.004,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.261751
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,20,2.07,31.6178,348.91,347.42999,0.748,96.115,6.032,-999,-999,-999,-999,-999,31.6972,360.31,1995.09998,2180.30005,0.05,0.01,1.9,0.391,0.06,0.12,0.72,-999,-999,-999,-999,-999,-999,0.419,0.0252,0.079,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.261799
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,21,2.0693,31.6176,348.64999,347.81,0.739,96.076,5.415,-999,-999,-999,-999,-999,31.77455,370.203,2002.31995,2185.1499,0.087,0.011,2.319,0.4162,0.101,0.199,0.703,-999,-999,-999,-999,-999,-999,0.41800001,0.0253,0.08,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.261796
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,22,2.0434,31.6185,349.44,348.04999,0.724,96.106,4.925,-999,-999,-999,-999,-999,31.8519,380.095,2009.55005,2190,0.125,0.012,2.737,0.4415,0.142,0.279,0.685,-999,-999,-999,-999,-999,-999,0.419,0.0252,0.081,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.264472
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,23,2.0229,31.6204,350.10999,347.38,0.738,96.132,4.448,-999,-999,-999,-999,-999,31.92925,389.987,2016.77002,2194.8501,0.162,0.014,3.156,0.4667,0.184,0.36,0.668,-999,-999,-999,-999,-999,-999,0.419,0.0253,0.08,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.267557
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,24,1.9225,31.6443,352.17999,350.42999,0.735,96.224,3.886,-999,-999,-999,-999,-999,32.0066,399.88,2024,2199.69995,0.2,0.015,3.575,0.492,0.225,0.44,0.65,-999,-999,-999,-999,-999,-999,0.419,0.0253,0.079,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.293861
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,25,1.6298,31.7127,362.79999,359,0.791,96.248,3.373,-999,-999,-999,-999,-999,32.08395,409.77301,2031.21997,2204.55005,0.237,0.016,3.994,0.5173,0.266,0.519,0.633,-999,-999,-999,-999,-999,-999,0.41800001,0.0252,0.081,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.368652
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,26,1.1124,31.8476,378.14001,372.32999,0.883,95.665,3.011,-999,-999,-999,-999,-999,32.1613,419.66501,2038.44995,2209.3999,0.275,0.018,4.412,0.5425,0.307,0.6,0.615,-999,-999,-999,-999,-999,-999,0.419,0.0252,0.08,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.509575
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,27,0.4535,32.0165,401.06,389.23999,1.161,94.344,2.786,-999,-999,-999,-999,-999,32.23866,429.55701,2045.67004,2214.25,0.312,0.019,4.831,0.5677,0.349,0.68,0.597,-999,-999,-999,-999,-999,-999,0.419,0.0253,0.08,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.682164
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,28,-0.2167,32.1327,414.20001,401.64001,1.541,93.828,2.508,-999,-999,-999,-999,-999,32.316,439.45001,2052.8999,2219.1001,0.35,0.02,5.25,0.593,0.39,0.76,0.58,-999,-999,-999,-999,-999,-999,-0.44,0.0785,0.74000001,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.807541
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,29,-0.7607,32.2467,420.32001,412.67001,2.134,93.83,2.198,-999,-999,-999,-999,-999,32.35745,430.23499,2065.1001,2222.55005,0.855,0.03,4.81,0.6715,0.615,1.5,0.42,-999,-999,-999,-999,-999,-999,-0.44,0.0785,0.74000001,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.92108
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,30,-0.6885,32.2861,421.25,416.75,2.199,94.066,1.835,-999,-999,-999,-999,-999,32.3989,421.01999,2077.30005,2226,1.36,0.04,4.37,0.75,0.84,2.24,0.26,-999,-999,-999,-999,-999,-999,0.39399999,0.0901,0.99699998,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.950447
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,31,-0.6283,32.285,410.95999,404.59,1.736,96.387,1.658,-999,-999,-999,-999,-999,32.41419,409.642,2087.51001,2226.78003,1.997,0.05,4.764,0.8401,1.19,3.237,0.249,-999,-999,-999,-999,-999,-999,0.39399999,0.0901,0.99599999,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.947451
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,32,-0.9736,32.368,400.81,405.89999,1.001,97.487,1.322,-999,-999,-999,-999,-999,32.42949,398.263,2097.71997,2227.57007,2.633,0.06,5.158,0.9302,1.54,4.233,0.238,-999,-999,-999,-999,-999,-999,0.39500001,0.0901,0.99699998,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.026912
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,33,-0.8721,32.4159,402.32001,405.62,0.444,97.896,1.097,-999,-999,-999,-999,-999,32.44478,386.88501,2107.91992,2228.3501,3.27,0.07,5.553,1.0203,1.89,5.23,0.227,-999,-999,-999,-999,-999,-999,0.39399999,0.09,0.99699998,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.06239
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,34,-0.9324,32.4502,402.35999,410.75,0.598,97.993,1.003,-999,-999,-999,-999,-999,32.46007,375.50699,2118.12988,2229.12988,3.907,0.08,5.947,1.1103,2.24,6.227,0.217,-999,-999,-999,-999,-999,-999,0.39399999,0.0901,0.99599999,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.092342
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,35,-0.9409,32.4756,410.23001,406.10001,0.346,98.413,0.843,-999,-999,-999,-999,-999,32.47536,364.12799,2128.34009,2229.91992,4.543,0.09,6.341,1.2004,2.59,7.223,0.206,-999,-999,-999,-999,-999,-999,0.39399999,0.0901,0.99699998,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.113322
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,36,-1.0074,32.4932,399.32999,395.32001,0.205,98.477,0.731,-999,-999,-999,-999,-999,32.49065,352.75,2138.55005,2230.69995,5.18,0.1,6.735,1.2905,2.94,8.22,0.195,-999,-999,-999,-999,-999,-999,0.39399999,0.0901,0.99699998,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.129916
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,37,-1.0898,32.513,382.35999,381.94,0.182,98.522,0.69,-999,-999,-999,-999,-999,32.50594,341.37201,2148.76001,2231.47998,5.817,0.11,7.129,1.3806,3.29,9.217,0.184,-999,-999,-999,-999,-999,-999,0.39399999,0.0901,0.99599999,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.148748
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,38,-1.1123,32.5359,368.70001,370.17001,0.166,98.559,0.633,-999,-999,-999,-999,-999,32.52124,329.99301,2158.96997,2232.27002,6.453,0.12,7.523,1.4707,3.64,10.213,0.173,-999,-999,-999,-999,-999,-999,0.39500001,0.0901,0.99699998,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.168141
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,39,-1.144,32.549,361.60001,363.94,0.15,98.533,0.549,-999,-999,-999,-999,-999,32.53653,318.61499,2169.16992,2233.05005,7.09,0.13,7.918,1.5608,3.99,11.21,0.162,-999,-999,-999,-999,-999,-999,0.39399999,0.09,0.99699998,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.179877
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,40,-1.2241,32.5552,339.89001,336.95999,0.181,97.435,0.506,-999,-999,-999,-999,-999,32.55182,307.237,2179.37988,2233.83008,7.727,0.14,8.312,1.6508,4.34,12.207,0.152,-999,-999,-999,-999,-999,-999,0.39399999,0.0901,0.99599999,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.18748
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,41,-1.3584,32.5777,306.54999,323.95001,0.149,97.116,0.434,-999,-999,-999,-999,-999,32.56711,295.858,2189.59009,2234.62012,8.363,0.15,8.706,1.7409,4.69,13.203,0.141,-999,-999,-999,-999,-999,-999,0.39399999,0.0901,0.99699998,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.209733
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,42,-1.3481,32.5888,297.63,317.82999,0.138,97.058,0.395,-999,-999,-999,-999,-999,32.5824,284.48001,2199.80005,2235.3999,9,0.16,9.1,1.831,5.04,14.2,0.13,-999,-999,-999,-999,-999,-999,1.26699996,0.055,0.64700001,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.218537
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,43,-1.3365,32.6022,301.42001,308.73001,0.175,97.568,0.362,-999,-999,-999,-999,-999,32.60014,280.15302,2204,2236.12988,9.38,0.17,10.367,1.886,5.297,14.847,0.157,-999,-999,-999,-999,-999,-999,1.26600003,0.055,0.64600003,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.22917
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,44,-1.3536,32.6253,297.26001,298.28,0.125,97.862,0.323,-999,-999,-999,-999,-999,32.61787,275.827,2208.19995,2236.87012,9.76,0.18,11.633,1.941,5.553,15.493,0.183,-999,-999,-999,-999,-999,-999,1.26699996,0.055,0.64700001,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.248488
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,45,-1.3802,32.6435,287.95001,294.57999,0.123,97.83,0.281,-999,-999,-999,-999,-999,32.6356,271.5,2212.3999,2237.6001,10.14,0.19,12.9,1.996,5.81,16.14,0.21,-999,-999,-999,-999,-999,-999,3.24799991,0.0545,0.26300001,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.264096
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,46,-1.3815,32.6595,285.67999,287.47,0.144,97.98,0.253,-999,-999,-999,-999,-999,32.6538,266.77301,2217.92993,2238.57007,10.253,0.202,16.148,2.0505,5.948,16.403,0.192,-999,-999,-999,-999,-999,-999,3.24900007,0.0545,0.264,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.277205
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,47,-1.456,32.7099,272.69,270.64999,0.122,87.107,0.225,-999,-999,-999,-999,-999,32.672,262.047,2223.46997,2239.53003,10.367,0.213,19.397,2.105,6.087,16.667,0.173,-999,-999,-999,-999,-999,-999,3.24799991,0.0545,0.26300001,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.320248
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,48,-1.4591,32.7366,256.04001,262.64001,0.101,78.767,0.196,-999,-999,-999,-999,-999,32.6902,257.32001,2229,2240.5,10.48,0.225,22.645,2.1595,6.225,16.93,0.155,-999,-999,-999,-999,-999,-999,3.24799991,0.0545,0.26300001,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.342091
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,49,-1.4635,32.74,249.5,254.75999,0.114,74.595,0.166,-999,-999,-999,-999,-999,32.7084,252.593,2234.53003,2241.46997,10.593,0.237,25.893,2.214,6.363,17.193,0.137,-999,-999,-999,-999,-999,-999,3.24900007,0.0545,0.264,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.345068
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,50,-1.466,32.7432,245.03,249.32001,0.108,71.661,0.115,-999,-999,-999,-999,-999,32.7266,247.867,2240.07007,2242.42993,10.707,0.248,29.142,2.2685,6.502,17.457,0.118,-999,-999,-999,-999,-999,-999,3.24799991,0.0545,0.26300001,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.347827
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,51,-1.4661,32.7475,243.56,248.09,0.105,69.153,0.088,-999,-999,-999,-999,-999,32.7448,243.14,2245.6001,2243.3999,10.82,0.26,32.39,2.323,6.64,17.72,0.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.351382
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,52,-1.4661,32.7506,243.45,248.52,0.109,69.845,0.057,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.353956
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,53,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_42,C,2013-09-21T02:45,191.74249,72.7537,56,41,42,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,0,2.0268,31.6268,348.73001,347.76999,0.776,96.094,1.132,-999,-999,-999,-999,-999,31.635,347.59,1992.5,2176.69995,0.1,0.02,1.76,0.404,0.03,0.15,0.74,-999,-999,-999,-999,-999,-999,0.003,-0.0027,-0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272232
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,1,2.0268,31.6268,348.73001,347.76999,0.776,96.094,1.132,-999,-999,-999,-999,-999,31.63322,347.85001,1992.42004,2176.37012,0.093,0.02,1.763,0.4013,0.03,0.143,0.745,-999,-999,-999,-999,-999,-999,0.004,-0.0026,-0.006,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272215
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,2,2.0268,31.6268,348.73001,347.76999,0.776,96.094,1.132,-999,-999,-999,-999,-999,31.63143,348.10999,1992.32996,2176.03003,0.087,0.02,1.767,0.3987,0.03,0.137,0.75,-999,-999,-999,-999,-999,-999,0.003,-0.0027,-0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272197
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,3,2.0268,31.6268,348.73001,347.76999,0.776,96.094,1.132,-999,-999,-999,-999,-999,31.62965,348.37,1992.25,2175.69995,0.08,0.02,1.77,0.396,0.03,0.13,0.755,-999,-999,-999,-999,-999,-999,0.003,-0.0027,-0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.27218
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,4,2.0268,31.6268,348.73001,347.76999,0.776,96.094,1.132,-999,-999,-999,-999,-999,31.62787,348.63,1992.17004,2175.37012,0.073,0.02,1.773,0.3933,0.03,0.123,0.76,-999,-999,-999,-999,-999,-999,0.004,-0.0026,-0.006,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272163
