Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],StnNo,CastNo,Depth [m],CTD-Temperature [・ｰC],CTD-Salinity,CTD-Oxygen [~$m~#mol/kg],CTD-Oxygen_SBE43 [~$m~#mol/kg],Fluorescence [~$m~#g/L],Transmission [%],PAR [~$m~#E/m~^2~#/s],LogE1 [m~^2~#/s~^3~#],LogE2 [m~^2~#/s~^3~#],LogX [K~^2~#/s],LogKrho1 [m~^2~#/s],LogKrho2 [m~^2~#/s],Salinity,Oxygen [~$m~#mol/kg],DIC [~$m~#mol/kg],Total Alkalinity [~$m~#mol/kg],Nitrate [~$m~#mol/kg],Nitrite [~$m~#mol/kg],Silicate [~$m~#mol/kg],Phosphate [~$m~#mol/kg],Ammonium [~$m~#mol/kg],Total N [~$m~#mol/kg],Chl-a [~$m~#g/L],Chl-a >20 ~$m~#m [~$m~#g/L],Chl-a 10-20 ~$m~#m [~$m~#g/L],Chl-a 2-10 ~$m~#m [~$m~#g/L],Chl-a <2 ~$m~#m [~$m~#g/L],d-POC_C1 [mgC/m~^3~#/day],d-POC_C2 [mgC/m~^3~#/day],Grad_Si [~$m~#mol/kg/m],Grad_P [~$m~#mol/kg/m],Grad_N [~$m~#mol/kg/m],Day of Year (station date) [days],Krho1 [m~^2~#/s],Krho2 [m~^2~#/s],Flux_Si1 [mmol/m~^2~#/s],Flux_Si2 [mmol/m~^2~#/s],Flux_P1 [mmol/m~^2~#/s],Flux_P2 [mmol/m~^2~#/s],Flux_N1 [mmol/m~^2~#/s],Flux_N2 [mmol/m~^2~#/s],Log_Flux_Si1 [mmol/m~^2~#/s],Log_Flux_Si2 [mmol/m~^2~#/s],Log_Flux_P1 [mmol/m~^2~#/s],Log_Flux_P2 [mmol/m~^2~#/s],Log_Flux_N1 [mmol/m~^2~#/s],Log_Flux_N2 [mmol/m~^2~#/s],Potential Density Anomaly ~$s~#~_0 [kg/m~^3]
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,40,-1.0657,32.4832,356.67001,351.92001,0.185,98.346,1.506,-9.98,-9.82,-8.22,-6.23,-6.08,32.4822,339.84,2141.19995,2226.8999,5.84,0.1,2.34,1.331,3.215,9.155,0.145,0.108,0.035,0.052,0.049,0.0946,0.0787,0.419,0.0755,0.68099999,267.8625,5.8884E-07,8.3176E-07,2.4673E-07,3.4851E-07,4.446E-08,6.28E-08,4.01E-07,5.6643E-07,-6.607718,-6.457719,-7.351977,-7.201979,-6.396787,-6.246788,26.124224
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,41,-1.1933,32.489,330.95999,331.37,0.154,98.431,1.314,-9.24,-10.03,-9.37,-5.21,-6.01,32.49092,331.332,2149.61011,2228.15991,6.237,0.107,2.759,1.4065,3.492,9.836,0.137,0.101,0.033,0.049,0.045,0.0942,0.08506,0.419,0.0755,0.68099999,267.8625,6.16595E-06,9.7724E-07,2.58353E-06,4.0946E-07,4.6553E-07,7.378E-08,4.19901E-06,6.655E-07,-5.587728,-6.38772,-6.331988,-7.13198,-5.376797,-6.176789,26.132994
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,42,-1.3104,32.5049,303.10999,315.32001,0.123,98.603,1.16,-9.98,-10.2,-9.27,-6.14,-6.37,32.49964,322.82401,2158.02002,2229.41992,6.634,0.114,3.178,1.482,3.769,10.517,0.129,0.094,0.03,0.046,0.042,0.0938,0.09142,0.419,0.0755,0.68099999,267.8625,7.2444E-07,4.2658E-07,3.0354E-07,1.7874E-07,5.469E-08,3.221E-08,4.9334E-07,2.905E-07,-6.517719,-6.747716,-7.261978,-7.491976,-6.306788,-6.536785,26.149433
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,43,-1.3234,32.5124,296.85999,303.5,0.128,98.702,0.99,-9.8,-9.76,-9.35,-6.38,-6.34,32.50836,314.31601,2166.42993,2230.67993,7.031,0.121,3.597,1.5575,4.046,11.198,0.121,0.087,0.028,0.043,0.038,0.0934,0.09778,0.419,0.0755,0.68099999,267.8625,4.1687E-07,4.5709E-07,1.7467E-07,1.9152E-07,3.147E-08,3.451E-08,2.8389E-07,3.1128E-07,-6.757716,-6.717717,-7.501976,-7.461976,-6.546785,-6.506786,26.155982
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,44,-1.3279,32.5194,292.57999,298.14001,0.112,98.579,0.866,-9.91,-10.01,-9.42,-6.74,-6.84,32.51708,305.80801,2174.84009,2231.93994,7.428,0.128,4.016,1.633,4.323,11.879,0.113,0.08,0.026,0.04,0.035,0.093,0.10414,0.419,0.0755,0.68099999,267.8625,1.8197E-07,1.4454E-07,7.625E-08,6.056E-08,1.374E-08,1.091E-08,1.2392E-07,9.843E-08,-7.117712,-7.217712,-7.861972,-7.961971,-6.906781,-7.006781,26.161882
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,45,-1.3257,32.5271,294.07999,298.16,0.116,98.564,0.737,-9.78,-9.19,-8.12,-6.8,-6.22,32.5258,297.29999,2183.25,2233.19995,7.825,0.135,4.435,1.7085,4.6,12.56,0.105,0.073,0.024,0.037,0.031,0.0926,0.1105,-0.142,-0.0223,-0.20900001,267.8625,1.5849E-07,6.0256E-07,-2.251E-08,-8.556E-08,-3.53E-09,-1.344E-08,-3.312E-08,-1.2594E-07,-999,-999,-999,-999,-999,-999,26.168158
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,46,-1.2933,32.5376,299.20999,303.17999,0.1,98.665,0.629,-9.67,-9.23,-6.94,-6.82,-6.38,32.52705,300.75,2180.77002,2232.92993,7.712,0.132,4.293,1.6862,4.507,12.351,0.104,0.065,0.021,0.035,0.028,-999,-999,-0.14300001,-0.0222,-0.208,267.8625,1.5136E-07,4.1687E-07,-2.164E-08,-5.961E-08,-3.36E-09,-9.25E-09,-3.148E-08,-8.671E-08,-999,-999,-999,-999,-999,-999,26.175837
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,47,-1.3043,32.541,298.73999,299.95999,0.107,98.601,0.55,-9.41,-9.66,-8.83,-6.78,-7.03,32.5283,304.20001,2178.30005,2232.66992,7.6,0.13,4.15,1.664,4.413,12.143,0.103,0.058,0.019,0.032,0.024,-999,-999,-0.142,-0.0222,-0.208,267.8625,1.6596E-07,9.333E-08,-2.357E-08,-1.325E-08,-3.68E-09,-2.07E-09,-3.452E-08,-1.941E-08,-999,-999,-999,-999,-999,-999,26.179008
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,48,-1.2928,32.5511,303.29001,303.29999,0.102,98.534,0.497,-8.92,-999,-9.39,-5.62,-999,32.52955,307.64999,2175.82007,2232.3999,7.488,0.127,4.008,1.6418,4.32,11.935,0.103,0.051,0.017,0.029,0.021,-999,-999,-0.14300001,-0.0223,-0.208,267.8625,2.39883E-06,-999,-3.4303E-07,-999,-5.349E-08,-999,-4.9896E-07,-999,-999,-999,-999,-999,-999,-999,26.186961
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,49,-1.2777,32.5569,308.63,307.82999,0.099,98.466,0.451,-999,-999,-9.94,-999,-999,32.5308,311.10001,2173.3501,2232.12988,7.375,0.125,3.865,1.6195,4.227,11.727,0.102,0.044,0.015,0.026,0.017,-999,-999,-0.14300001,-0.0223,-0.20900001,267.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.191318
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,50,-1.2619,32.5659,315.06,314.12,0.098,98.644,0.415,-999,-999,-9.8,-999,-999,32.53205,314.54999,2170.87988,2231.87012,7.262,0.123,3.722,1.5972,4.133,11.518,0.101,0.037,0.012,0.023,0.014,-999,-999,-0.142,-0.0222,-0.208,267.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.198245
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,51,-1.246,32.5865,319.53,316.89999,0.108,98.483,0.419,-999,-999,-9.66,-999,-999,32.5333,318,2168.3999,2231.6001,7.15,0.12,3.58,1.575,4.04,11.31,0.1,0.03,0.01,0.02,0.01,-999,-999,-999,-999,-999,267.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.214532
MR13-06,41_57,C,2013-09-24T20:42,191.7507,72.7505,56,41,57,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,267.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
